cruise,cast,depth,dataset,pid,sample_time,ifcb,ml_analyzed,latitude,longitude,niskin,sample_type,n_images,tag1,tag2,tag3,tag4,tag5,comment_summary,trigger_selection,skip,km2coast,matdate,datetime,temperature,salinity,season,Copepod_nauplii,Phaeocystis_debris,Thalassiosira_TAG_external_detritus,bead,bubble,camera_spot,detritus,detritus_transparent,fecal_pellet,fiber,fiber_TAG_external_detritus,pollen,shellfish_larvae,zooplankton,date,sigma_00,sigma_11,oxsatmm_kg,sbeox0mm_kg,potemp090c,potemp190c,sal00,sal11,density00,density11,svcm,svcm1,prdm,t090c,t190c,c0s_m,c1s_m,sbeox0v,fleco_afl,turbwetntu0,spar,par,cpar,depsm,latitude_btl,longitude_btl,salinity_max,nearest_station,station_distance,sigma_t00,sigma_t11,sbox0mm_kg,oxsolmm_kg,times,scan,sbeox0ml_l,wetcdom,cstarat0,upoly0,v7,timej,t2_t190c,v0,v1,v2,altm,v3,v4,v5,cstartr0,v6,sbox1mm_kg,sbeox1v,c2_c1s_m,salinity_range,year,month,week,doy,hour,day,Acanthoica,Akashiwo,Alexandrium,Amoeba,Amphidinium,Amylax,Apedinella,Asterionellopsis,Bacillaria,Bacteriastrum,Balanion,Biddulphia,Calciopappus,Calciosolenia,Cerataulina,Chaetoceros,Chrysochromulina,Corethron,Corymbellus,Coscinodiscus,Cylindrotheca,Dactyliosolen,Delphineis,Dictyocha,Dictyocysta,Didinium,Dinobryon,Dinophysis,Ditylum,Emiliania,Ephemera,Eucampia,Euglena,Euplotes,Eutintinnus,Favella,Gonyaulax,Guinardia,Gyrodinium,Hemiaulus,Heterocapsa,Karenia,Katodinium/Torodinium,Kryptoperidinium,Laboea,Lauderia,Leegaardiella,Leptocylindrus,Licmophora,Margalefidinium,Mesodinium,Nanoneis,Odontella,Ophiaster,Oxytoxum,Paralia,Paratontonia,Parvicorbicula,Pelagostrobilidium,Phaeocystis,Pleuronema,Pleurosigma,Polykrikos,Prorocentrum,Proterythropsis,Protoperidinium,Pseudo-nitzschia,Pseudochattonella,Pyramimonas,Rhabdolithes,Rhizosolenia,Scrippsiella,Skeletonema,Stenosemella,Stephanopyxis,Strombidium,Syracosphaera,Thalassionema,Thalassiosira,Tiarina,Tintinnidium,Tintinnopsis,Tontonia,Trichodesmium,Tripos,Vicicitus,Warnowia,unknown Acantharia,unknown Bacillariophyceae,unknown Ciliophora,unknown Coccolithophyceae,unknown Cryptophyta,unknown Dinophyceae,unknown Flagellates,unknown Tintinnina
EN657,6,32.907,NESLTER_transect,D20201014T190912_IFCB109,2020-10-14 18:38:06+00:00,109,4.09289540833333,40.69599,-70.8926,8.0,cast,1843,,,,,,,3,0,97.4568737279998,738078.776458333,14-Oct-2020 18:38:06,17.2689,33.1059,OND,0,7,1,40,0,0,626,40,8,16,2,0,0,0,2020-10-14 18:38:06+00:00,,,239.92908,,17.2635,17.2606,33.1059,33.1015,,,1512.02,1512.01,33.166,17.2689,17.266,4.298984,4.298196,2.761,0.6835,,261.88,5.6715,2.1657,32.907,40.69599,-70.8926,33.9745,L4,0.7899815461313588,23.9975,23.9949,232.687,,755.75,18139.0,,,0.6983,,0.0,288.776455,-0.0029,4.4284,0.1949,1.6065,32.13,1.8229,2.7608,2.8718,,0.1539,221.509,2.872,,<34,2020,10,42.0,288.0,18.0,14,5,0,0,28,1,2,0,0,0,0,0,0,5,7,2,9,1,4,0,2,6,1,1,27,0,0,2,4,0,0,0,5,0,0,0,1,1,5,0,0,243,1,4,1,0,0,1,2,1,0,2,0,0,4,1,0,0,0,0,1,0,0,0,7,0,5,2,0,38,1,1,0,0,0,0,2,5,17,5,0,0,0,11,0,6,0,0,0,79,26,10,206,22,1,2
EN657,6,44.961,NESLTER_transect,D20201014T203043_IFCB109,2020-10-14 18:35:01+00:00,109,4.28737122916667,40.69622,-70.89155,4.0,cast,1222,,,,,,,3,0,97.4895275520005,738078.77431713,14-Oct-2020 18:35:01,18.4319,33.7959,OND,0,2,0,25,0,0,326,42,6,11,0,0,0,0,2020-10-14 18:35:01+00:00,,,233.59965,,18.424,18.4695,33.7959,33.8226,,,1516.43,1516.59,45.316,18.4319,18.4774,4.492639,4.500247,2.7256,0.4061,,367.58,1.863,0.56078,44.961,40.69622,-70.89155,33.9745,L4,0.6993242089125142,24.2436,24.2527,222.437,,570.5,13693.0,,,0.592,,0.0,288.774311,0.0455,4.5461,0.1487,0.9812,19.62,1.3527,2.7254,2.8131,,0.1472,210.452,2.8133,,<34,2020,10,42.0,288.0,18.0,14,1,0,0,14,0,1,0,0,0,0,0,0,7,0,0,3,0,1,0,1,5,0,0,6,0,0,0,3,0,0,1,6,0,0,0,0,0,1,0,0,164,0,5,0,0,0,0,3,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,1,0,0,1,3,1,0,0,0,2,0,7,1,0,0,0,5,0,6,0,0,0,83,12,9,77,27,1,1
EN657,6,61.967,NESLTER_transect,D20201014T214906_IFCB109,2020-10-14 18:31:28+00:00,109,2.038712775,40.69642,-70.89036,2.0,cast,6810,,,,,,,3,0,97.5315825663997,738078.771851852,14-Oct-2020 18:31:28,12.8981,33.3709,OND,0,0,1,52,0,0,11300,292,30,148,10,0,0,0,2020-10-14 18:31:28+00:00,,,261.31861,,12.8897,12.8887,33.3709,33.369,,,1498.95,1498.95,62.459,12.8981,12.897,3.918437,3.918133,1.9897,0.1536,,287.1,0.29168,0.10161,61.967,40.69642,-70.89036,33.9745,L4,0.5975197398876355,25.1511,25.1498,168.635,,357.208,8574.0,,,1.5434,,0.0,288.771843,-0.001,3.5961,0.1066,0.1431,2.86,0.6417,1.9898,2.0854,,0.5313,161.218,2.0853,,<34,2020,10,42.0,288.0,18.0,14,2,0,0,714,0,0,0,0,0,0,0,0,15,0,27,20,0,2,0,0,22,0,0,2,0,0,0,5,0,0,2,2,0,0,0,0,0,0,0,2,326,5,0,0,0,5,0,20,5,0,7,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,10,39,5,0,0,0,0,0,17,2,2,0,0,0,0,0,5,0,0,0,949,12,27,47,10,0,0
EN657,7,2.536,NESLTER_transect,D20201014T235144_IFCB101,2020-10-14 23:33:02+00:00,101,4.8086706875,40.51546,-70.88588,12.0,cast,568,,,,,,,3,0,114.08064,738078.981273148,14-Oct-2020 23:33:02,17.6021,33.3083,OND,0,3,1,33,0,0,290,52,11,8,7,0,0,0,2020-10-14 23:33:02+00:00,,,238.07869,,17.6016,17.603,33.3083,33.3066,,,1512.73,1512.74,2.556,17.6021,17.6034,4.353086,4.353016,2.7968,0.72,,1.7005,2.9827,175.4,2.536,40.51546,-70.88588,34.8707,L5,0.3245621964158125,24.0731,24.0715,233.527,,1131.25,27151.0,,,0.7262,,0.0,288.981264,0.0014,4.398,0.201,3.7189,74.38,1.544,2.7965,2.8965,,0.1536,221.495,2.8968,,34-35,2020,10,42.0,288.0,23.0,14,1,0,0,19,0,4,0,0,0,0,2,0,0,4,1,6,11,1,0,0,5,1,0,26,0,0,0,1,0,2,0,3,1,0,1,3,0,1,1,0,42,21,9,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,1,0,25,0,14,0,0,0,0,9,2,17,14,1,0,0,4,0,4,0,1,0,17,48,10,90,33,0,2
EN657,7,22.244,NESLTER_transect,D20201014T235123_IFCB109,2020-10-14 23:28:06+00:00,109,4.11110981666667,40.51558,-70.88524,6.0,cast,1836,,,,,,,3,0,114.09472,738078.977847222,14-Oct-2020 23:28:06,20.5851,34.7636,OND,0,2,0,123,0,0,301,48,1,6,0,0,0,0,2020-10-14 23:28:06+00:00,,,223.0737,,20.5809,20.5806,34.7636,34.7608,,,1523.19,1523.19,22.418,20.5851,20.5848,4.823121,4.822747,2.7446,0.5253,,1.7005,1e-12,5.8807e-11,22.244,40.51558,-70.88524,34.8707,L5,0.3018822937840177,24.4259,24.4239,214.227,,835.833,20061.0,,,0.6003,,0.0,288.977845,-0.0004,4.5367,0.1686,2.6997,53.99,0.0045,2.7443,2.8241,,0.1537,201.701,2.8244,,34-35,2020,10,42.0,288.0,23.0,14,5,0,0,17,0,0,2,0,0,1,0,0,10,0,0,13,5,4,0,0,13,2,0,1,0,0,0,0,0,0,0,4,2,1,0,0,0,2,2,0,406,2,5,0,0,0,0,5,1,0,0,4,0,1,2,0,0,0,0,0,0,0,0,2,0,4,12,0,12,1,10,0,2,0,0,0,2,1,2,0,0,0,1,0,1,0,0,1,85,9,7,83,55,0,0
EN657,9,2.345,NESLTER_transect,D20201015T121711_IFCB109,2020-10-15 08:25:22+00:00,109,4.34379091666667,39.9322,-70.87794,18.0,cast,1410,old_water,old_water,,,,"3rd niskin of this cast, been sitting for 2 hr",3,0,171.352928256,738079.350949074,15-Oct-2020 08:25:22,21.9949,35.2918,OND,0,0,0,25,0,0,155,52,0,16,0,0,0,0,2020-10-15 08:25:22+00:00,,,216.7788,,21.9945,21.9952,35.2918,35.2896,,,1527.21,1527.21,2.364,21.9949,21.9956,5.032838,5.032631,2.7233,0.5307,,1.7005,3.0165,177.39,2.345,39.9322,-70.87794,35.7339,L10,0.9797707883431976,24.441,24.4391,205.61,,2350.292,56408.0,,,0.5869,,0.0,289.350941,0.0007,4.5518,0.1695,0.0172,0.34,1.5482,2.7414,2.8167,,0.1504,194.121,2.7996,,35-36,2020,10,42.0,289.0,8.0,15,5,0,0,5,0,0,0,1,0,0,0,0,14,0,0,12,1,5,0,0,10,0,1,3,0,0,0,0,0,0,0,5,0,0,0,5,0,2,0,0,340,0,3,0,0,1,0,10,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,1,5,1,3,0,2,1,0,0,0,0,5,0,2,0,0,1,1,0,0,0,1,0,45,6,7,60,40,0,0
EN657,9,25.336,NESLTER_transect,D20201015T110425_IFCB109,2020-10-15 08:22:09+00:00,109,4.35757971666667,39.9324,-70.878,14.0,cast,1364,,,,,,,3,0,171.3306624,738079.348715278,15-Oct-2020 08:22:09,22.0196,35.2921,OND,0,2,0,41,0,0,160,41,0,2,1,0,0,0,2020-10-15 08:22:09+00:00,,,216.68403,,22.0145,22.0148,35.2921,35.2894,,,1527.66,1527.66,25.533,22.0196,22.0199,5.036436,5.036128,2.7174,0.5147,,1.7005,1.3662e-05,0.0008034,25.336,39.9324,-70.878,35.7339,L10,0.9577609166318032,24.4343,24.4322,205.77,,2157.083,51771.0,,,0.584,,0.0,289.348705,0.0003,4.5551,0.1668,0.2239,4.48,0.0061,2.738,2.8097,,0.1277,193.948,2.79,,35-36,2020,10,42.0,289.0,8.0,15,11,0,0,7,0,0,7,0,0,0,0,0,26,0,0,7,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,275,2,5,0,0,0,0,7,0,0,0,2,0,5,2,0,0,1,0,0,0,1,0,0,0,0,7,0,3,6,8,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,1,77,1,10,68,40,1,0
EN657,9,44.855,NESLTER_transect,D20201015T094110_IFCB101,2020-10-15 08:19:44+00:00,101,4.8139625375,39.93258,-70.878,11.0,cast,550,,,,,,,3,0,171.31348608,738079.347037037,15-Oct-2020 08:19:44,22.0185,35.2909,OND,0,0,3,37,0,0,132,50,2,4,0,0,0,0,2020-10-15 08:19:44+00:00,,,216.68955,,22.0096,22.0105,35.2909,35.2878,,,1527.99,1527.99,45.206,22.0185,22.0194,5.037033,5.036735,2.7072,0.5235,,1.7005,1.3662e-05,0.0008034,44.855,39.93258,-70.878,35.7339,L10,0.940199100007883,24.4337,24.4311,204.768,,2012.833,48309.0,,,0.5843,,0.0,289.347035,0.0009,4.5547,0.1683,0.6347,12.69,0.0059,2.7301,2.8037,,0.1577,193.583,2.782,,35-36,2020,10,42.0,289.0,8.0,15,9,0,0,4,0,0,0,0,0,2,0,0,1,1,1,14,7,2,0,0,3,0,2,3,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,59,8,21,1,0,0,0,4,0,0,0,0,0,3,7,0,0,0,0,0,0,2,0,0,0,1,2,0,5,0,7,0,0,0,0,0,4,1,2,0,1,0,2,0,1,0,0,3,8,5,19,16,44,0,0
EN657,9,60.273,NESLTER_transect,D20201015T094050_IFCB109,2020-10-15 08:17:10+00:00,109,4.54201757916667,39.93279,-70.87798,10.0,cast,911,,,,,,,3,0,171.294505126401,738079.34525463,15-Oct-2020 08:17:10,18.9219,34.8814,OND,0,3,1,33,0,0,408,69,0,13,0,0,0,0,2020-10-15 08:17:10+00:00,,,229.79188,,18.9112,18.8545,34.8814,34.8797,,,1519.32,1519.16,60.747,18.9219,18.8652,4.671141,4.665224,2.5129,0.2785,,1.7005,1.0247e-05,0.00060255,60.273,39.93279,-70.87798,35.7339,L10,0.9206784800458626,24.9504,24.9635,199.146,,1858.625,44608.0,,,0.5441,,0.0,289.34525,-0.0567,4.6002,0.1274,1.4905,29.81,0.0055,2.5384,2.6195,,0.2762,188.761,2.5952,,35-36,2020,10,42.0,289.0,8.0,15,1,0,0,12,0,0,0,0,0,0,0,0,6,0,0,3,1,1,0,0,12,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,91,11,2,0,0,1,0,2,0,0,1,9,0,8,0,0,0,0,0,0,0,1,0,1,0,1,8,0,2,1,6,0,1,0,0,0,3,1,1,0,1,1,2,0,0,0,0,0,65,2,3,28,8,0,0
EN657,9,74.641,NESLTER_transect,D20201015T110433_IFCB101,2020-10-15 08:14:26+00:00,101,4.8654417375,39.93302,-70.87794,6.0,cast,375,,,,,,,3,0,171.2746711296,738079.343356482,15-Oct-2020 08:14:26,15.4088,34.7234,OND,0,0,3,23,0,0,424,47,4,12,0,0,0,0,2020-10-15 08:14:26+00:00,,,246.05327,,15.3973,15.4592,34.7234,34.7351,,,1508.88,1509.09,75.231,15.4088,15.4707,4.304737,4.312106,2.3479,0.189,,1.7005,6.831e-06,0.0004017,74.641,39.93302,-70.87794,35.7339,L10,0.9002960044316949,25.6683,25.6635,197.229,,1694.542,40670.0,,,0.5409,,0.0,289.343351,0.0619,4.6038,0.1125,1.3559,27.12,0.0054,2.3767,2.484,,0.422,188.696,2.4566,,35-36,2020,10,42.0,289.0,8.0,15,2,0,0,8,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,3,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,17,5,2,0,0,0,0,2,0,0,1,5,0,2,1,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,18,0,2,7,4,0,0
EN657,9,124.859,NESLTER_transect,D20201015T135737_IFCB109,2020-10-15 08:10:40+00:00,109,4.6688857875,39.93334,-70.878,4.0,cast,621,old_water,,,,,"4 sample run of this cast, been sitting for approx 3 hr",3,0,171.24096384,738079.340740741,15-Oct-2020 08:10:40,14.5138,35.7339,OND,0,1,1,6,0,0,232,22,0,12,0,0,0,0,2020-10-15 08:10:40+00:00,,,248.73998,,14.495,14.5075,35.7339,35.7313,,,1508.07,1508.11,125.861,14.5138,14.5262,4.329143,4.330097,1.9653,0.0666,,1.7005,3.4155e-06,0.00020085,124.859,39.93334,-70.878,35.7339,L10,0.8672071358970111,26.6445,26.6397,158.579,,1468.792,35252.0,,,0.5153,,0.0,289.340738,0.0125,4.633,0.0921,0.6217,12.43,0.0058,1.9993,2.0848,,0.6715,151.202,2.0523,,35-36,2020,10,42.0,289.0,8.0,15,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,1,5,5,0,0
EN657,9,250.138,NESLTER_transect,D20201015T135729_IFCB101,2020-10-15 08:05:08+00:00,101,4.916598425,39.93366,-70.87806,3.0,cast,215,deep_water,old_sample,,,,"4th niskin of this cast, been sitting for 3 hr",3,0,171.207263923199,738079.336898148,15-Oct-2020 08:05:08,10.0011,35.2874,OND,0,0,1,11,0,0,131,5,1,2,0,0,0,0,2020-10-15 08:05:08+00:00,,,274.19594,,9.9716,9.9775,35.2874,35.285,,,1494.34,1494.36,252.221,10.0011,10.0069,3.848552,3.848878,1.5003,0.0521,,1.7005,1e-12,5.8807e-11,250.138,39.93366,-70.87806,35.7339,L10,0.8343506669506375,27.1763,27.1735,122.536,,1136.75,27283.0,,,0.5118,,0.0,289.336895,0.0059,4.637,0.0897,0.0188,0.38,0.0061,1.544,1.6214,,1.2223,117.692,1.5795,,35-36,2020,10,42.0,289.0,8.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,0
EN657,9,450.485,NESLTER_transect,D20201015T121719_IFCB101,2020-10-15 07:57:49+00:00,101,4.78546410416667,39.93398,-70.87812,2.0,cast,609,deep_water,old_sample,,,,"3rd niskin of this cast, been sitting for 2 hr",3,0,171.1735713792,738079.33181713,15-Oct-2020 07:57:49,6.4223,35.0815,OND,0,0,5,41,0,0,872,63,4,13,2,0,0,0,2020-10-15 07:57:49+00:00,,,297.6906,,6.3809,6.3798,35.0815,35.0797,,,1483.98,1483.97,454.459,6.4223,6.4212,3.503181,3.502917,1.8339,0.0454,,1.7005,1e-12,5.8807e-11,450.485,39.93398,-70.87812,35.7339,L10,0.8017551695831356,27.5619,27.5606,182.867,,697.208,16734.0,,,0.5415,,0.0,289.331808,-0.0011,4.6031,0.0886,0.2911,5.82,0.0053,1.8931,2.0047,,1.0483,177.237,1.9481,,35-36,2020,10,42.0,289.0,7.0,15,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,21,0,4,4,1,0,1
EN661,1,0.785,NESLTER_transect,D20210203T193634_IFCB101,2021-02-03 19:06:05+00:00,101,1.49705459583333,41.19605,-70.87736,15.0,cast,10490,none,,,,,,3,0,52.1199772160001,738190.795891204,03-Feb-2021 19:06:05,3.8567,32.4204,JFM,0,1,51,78,0,0,18609,648,49,1018,179,0,0,0,2021-02-03 19:06:05+00:00,,,322.85531,,3.8566,3.8585,32.4204,32.4209,,,1462.71,1462.72,0.791,3.8567,3.8586,3.025898,3.026095,3.015,1.7643,,624.9,379.5,60.728,0.785,41.19605,-70.87736,32.4214,L1,0.5034786652622251,25.7485,25.7486,317.215,,796.875,19126.0,,,1.994,,0.0,34.79589,0.0019,3.1672,0.4271,0.986,19.72,3.5894,3.015,2.3653,,0.2091,313.752,2.3653,,<34,2021,2,5.0,34.0,19.0,3,43,0,0,384,0,3,47,33,0,0,7,0,53,0,281,114,53,117,0,13,945,73,10,3,0,0,33,17,77,0,10,17,0,0,0,17,0,50,7,0,595,137,10,0,0,3,0,234,10,3,20,23,0,7,0,13,3,0,0,0,3,33,0,3,10,10,60,3,124,10,157,0,287,0,0,10,114,50,53,0,0,3,3,0,3,0,7,0,2204,7,30,805,104,53,3
EN661,1,11.027,NESLTER_transect,D20210203T193735_IFCB109,2021-02-03 19:02:39+00:00,109,1.38203361666667,41.19709,-70.87827,9.0,cast,9898,none,,,,,,3,0,51.9968660095997,738190.793506944,03-Feb-2021 19:02:39,3.7144,32.4117,JFM,0,3,76,106,0,8,17128,794,16,1651,293,1,0,0,2021-02-03 19:02:39+00:00,,,324.0133,,3.7137,3.7151,32.4117,32.4122,,,1462.27,1462.28,11.114,3.7144,3.7158,3.013697,3.013862,2.9814,1.9548,,592.83,1.6955,0.2859,11.027,41.19709,-70.87827,32.4214,L1,0.424155310485212,25.7551,25.7554,314.14,,590.125,14164.0,,,2.9991,,0.0,34.793497,0.0014,2.464,0.4588,0.5557,11.11,1.2609,2.9813,2.3408,,0.1604,311.026,2.3408,,<34,2021,2,5.0,34.0,19.0,3,94,0,0,156,11,4,62,22,0,0,0,0,33,0,25,235,36,69,0,22,192,62,29,7,0,0,25,14,65,4,7,4,0,0,0,14,4,36,11,7,988,94,7,0,0,14,0,720,14,0,7,14,0,0,4,11,0,0,0,0,0,33,0,18,0,4,54,14,224,14,141,4,141,4,0,0,394,25,65,0,0,0,11,0,0,4,0,0,1527,0,159,1292,94,4,4
EN661,1,14.739,NESLTER_transect,D20210203T211047_IFCB101,2021-02-03 18:59:46+00:00,101,1.43427035416667,41.19792,-70.87898,7.0,cast,11098,none,incomplete_syringe,none,,,"Oops, DAC error and stopped but then didn't restart,",3,0,51.8988516351997,738190.79150463,03-Feb-2021 18:59:46,3.6953,32.4094,JFM,0,5,126,80,0,0,33848,1306,111,1540,411,0,0,0,2021-02-03 18:59:46+00:00,,,324.1715,,3.6944,3.6948,32.4094,32.4098,,,1462.25,1462.25,14.855,3.6953,3.6958,3.012073,3.012143,2.9764,2.3778,,590.02,0.15479,0.026212,14.739,41.19792,-70.87898,32.4214,L1,0.3868790862465827,25.755,25.7553,313.717,,417.542,10022.0,,,3.3485,,0.0,34.791499,0.0004,2.2587,0.5293,0.2989,5.98,0.4077,2.9763,2.3391,,0.1937,310.91,2.3392,,<34,2021,2,5.0,34.0,18.0,3,73,0,0,781,10,0,35,35,0,0,7,0,77,0,342,237,63,160,0,17,802,150,24,21,0,0,35,10,153,3,3,59,0,0,3,3,0,119,7,7,795,139,7,0,0,7,0,471,45,3,7,42,0,10,0,21,0,0,0,3,0,66,0,35,3,17,125,17,234,21,317,0,370,0,0,3,216,87,101,0,0,3,7,0,0,0,0,0,2507,35,98,662,188,35,3
EN661,1,17.368,NESLTER_transect,D20210203T210231_IFCB109,2021-02-03 18:57:29+00:00,109,1.974746575,41.19836,-70.8796,2.0,cast,8221,none,none,old_sample,,,test sample to double check focus is ok since changing.,3,0,51.840645632,738190.789918981,03-Feb-2021 18:57:29,3.696,32.4091,JFM,0,3,41,114,0,3,11194,582,8,1606,191,0,0,1,2021-02-03 18:57:29+00:00,,,324.16707,,3.6949,3.6966,32.4091,32.4103,,,1462.29,1462.3,17.504,3.696,3.6977,3.012221,3.012464,2.9723,2.1006,,583.15,1e-12,1.7148e-13,17.368,41.19836,-70.8796,32.4214,L1,0.3609930207714626,25.7548,25.7556,313.544,,280.292,6728.0,,,3.5235,,0.0,34.789911,0.0017,2.1614,0.4831,0.1751,3.5,0.0054,2.9722,2.3359,,0.2007,310.524,2.3359,,<34,2021,2,5.0,34.0,18.0,3,51,0,0,192,8,0,33,15,0,0,5,0,35,0,13,261,8,104,0,10,104,61,5,8,0,0,20,15,63,0,3,5,0,0,0,3,0,33,8,5,787,78,3,3,0,0,0,965,15,0,5,8,0,8,0,10,0,0,0,0,0,20,0,10,5,15,63,30,258,20,160,5,147,0,3,8,134,18,56,0,0,5,0,5,3,0,5,0,1334,13,61,1420,89,3,0
EN661,10,2.226,NESLTER_transect,D20210205T153054_IFCB109,2021-02-05 13:44:51+00:00,109,4.40624374583333,39.77048,-70.87282,18.0,cast,1397,none,,,,,,3,0,184.6563878912,738192.5728125,05-Feb-2021 13:44:51,13.3206,35.0459,JFM,0,6,1,23,0,0,419,89,0,11,0,0,0,0,2021-02-05 13:44:51+00:00,,,256.04759,,13.3203,13.3224,35.0459,35.048,,,1501.35,1501.36,2.243,13.3206,13.3227,4.13251,4.132944,2.883,0.2726,,408.83,163.49,39.989,2.226,39.77048,-70.87282,35.4996,L11,0.9509239919976722,26.3635,26.3647,236.675,,2206.708,52962.0,,,0.5154,,0.0,36.572809,0.0022,4.5827,0.1784,0.0096,0.19,3.2248,2.8814,2.2807,,0.3661,234.76,2.282,,35-36,2021,2,5.0,36.0,13.0,5,2,0,0,15,2,2,3,0,0,0,0,0,0,0,0,2,0,6,0,3,6,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,7,0,0,187,7,6,1,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,6,0,3,0,1,5,0,68,0,11,1,0,0,1,0,11,5,19,0,0,0,0,0,1,0,0,3,34,1,28,178,14,0,1
EN661,10,20.189,NESLTER_transect,D20210205T141440_IFCB101,2021-02-05 13:42:40+00:00,101,4.795754925,39.77056,-70.87332,12.0,cast,598,none,,,,,,3,0,184.620568166399,738192.571296296,05-Feb-2021 13:42:40,13.3403,35.0514,JFM,0,2,3,13,0,0,306,65,1,16,0,0,0,0,2021-02-05 13:42:40+00:00,,,255.93431,,13.3374,13.3415,35.0514,35.0551,,,1501.72,1501.73,20.346,13.3403,13.3444,4.135823,4.136615,2.8767,0.3703,,461.44,30.877,6.6913,20.189,39.77056,-70.87332,35.4996,L11,0.907566991197424,26.3638,26.3658,236.198,,2075.25,49807.0,,,0.5136,,0.0,36.571288,0.0041,4.5848,0.1947,0.625,12.5,2.5023,2.8749,2.2723,,0.3724,233.933,2.2736,,35-36,2021,2,5.0,36.0,13.0,5,4,0,0,15,2,0,0,1,0,0,0,0,2,0,3,4,4,9,0,2,4,3,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,14,2,1,50,10,5,0,0,0,0,2,0,0,1,1,0,0,3,0,0,0,0,2,0,2,0,1,0,1,0,0,52,1,6,0,1,0,0,1,5,7,20,0,0,0,0,0,0,0,1,0,16,6,17,102,16,1,0
EN661,10,39.769,NESLTER_transect,D20210205T140650_IFCB109,2021-02-05 13:40:43+00:00,109,4.5502026375,39.77076,-70.87374,8.0,cast,1018,none,,,,,,3,0,184.5808977408,738192.56994213,05-Feb-2021 13:40:43,13.864,35.255,JFM,0,2,2,15,1,0,417,101,1,7,1,0,0,0,2021-02-05 13:40:43+00:00,,,252.85718,,13.8582,13.8493,35.255,35.2635,,,1504.0,1503.98,40.08,13.864,13.8551,4.209509,4.209539,2.828,0.2726,,446.98,7.7061,1.7239,39.769,39.77076,-70.87374,35.4996,L11,0.8662649908230069,26.4129,26.4213,228.525,,1958.458,47004.0,,,0.4969,,0.0,36.569936,-0.0089,4.6039,0.1784,0.625,12.5,1.9037,2.8261,2.2413,,0.3667,226.276,2.2427,,35-36,2021,2,5.0,36.0,13.0,5,2,0,0,13,0,0,1,0,0,0,0,0,0,0,2,12,2,3,0,0,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,1,135,12,2,0,0,1,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0,1,0,2,0,2,0,0,31,1,7,0,0,0,0,0,11,2,5,0,0,0,0,0,0,0,2,0,33,0,20,115,20,0,0
